-441.46,100.02,18.65,0,0,8.32,0,-0.0059441756,-1.4573777
-441.46,100.02,18.65,0,0,8.32,0,-0.0059441756,-1.4573777
-441.46,100.02,18.65,0,0,8.32,0,-0.0059441756,-1.4573777
-441.46,100.02,18.65,0,0,8.32,0,-0.0059441756,-1.4573777
-441.46,100.02,18.65,0.5462346,3.6000538,8.32,0,-0.0059441756,-1.4573777
-441.46,100.02,18.65,1.5651122,10.315144,8.32,0,-0.0059441756,-1.4573777
-441.45416,100.052,18.65,2.471169,16.391804,8.32,0.00000000023283475,-0.005944176,-1.4575694
-441.44458,100.104805,18.65,3.3639693,22.449406,8.32,0,-0.005944176,-1.457857
-441.43118,100.19177,18.65,4.3165517,29.025862,8.32,0,-0.0059441756,-1.4584321
-441.41556,100.301155,18.65,5.2489343,35.55254,8.32,0.00000000023283472,-0.005944176,-1.4591033
-441.39044,100.46508,18.65,6.260129,42.728622,8.32,0.00009587344,-0.005944175,-1.460158
-441.3651,100.62719,18.65,7.1415987,49.025562,8.32,0.00009587343,-0.005944175,-1.4611167
-441.33676,100.822586,18.65,7.985844,55.073174,8.32,0.000095873664,-0.005944175,-1.462363
-441.30606,101.03747,18.65,8.865851,61.381596,8.32,0.000095873664,-0.005944175,-1.4637052
-441.2696,101.27753,18.65,9.689572,67.279564,8.32,0.000095873416,-0.0059441756,-1.4652392
-441.2312,101.52715,18.65,10.510454,73.15535,8.32,0.00009587365,-0.005944176,-1.466869
-441.17612,101.902275,18.65,11.583691,80.79359,8.32,0.00009587344,-0.005944175,-1.46917
-441.13287,102.20023,18.65,12.405477,86.63259,8.32,0.000095873664,-0.0059441756,-1.4710876
-441.00406,103.129456,18.65,14.56053,101.655876,8.32,0.000095873664,-0.005944176,-1.47684
-440.94644,103.52789,18.65,15.405415,107.39725,8.32,0.000095873664,-0.005944175,-1.4792368
-440.88257,103.97618,18.65,16.32393,113.531876,8.32,0.00009587414,-0.005944175,-1.4820172
-440.81744,104.4421,18.65,17.23573,119.47359,8.32,0.00009587343,-0.0059441756,-1.4848934
-440.81744,104.4421,18.65,17.23573,119.47359,8.32,0.00009587343,-0.0059441756,-1.4848934
-440.60052,105.93631,18.65,20.026571,136.79784,8.32,0.000095873416,-0.005944176,-1.4940014
-440.49786,106.65488,18.65,21.303314,144.27867,8.32,0.0000958739,-0.0059441756,-1.4984117
-440.3803,107.457794,18.65,22.696209,152.06415,8.32,0.000095873664,-0.0059441756,-1.5032052
-440.25772,108.28284,18.65,24.109571,159.70622,8.32,0.000095873664,-0.005944175,-1.5081906
-440.16174,108.91649,18.65,25.18005,165.20264,8.32,0.000095873664,-0.0059441756,-1.5119299
-440.16174,108.91649,18.65,25.18005,165.20264,8.32,0.000095873664,-0.0059441756,-1.5119299
-440.05597,109.60811,18.65,26.346605,171.06413,8.32,0.00009587368,-0.005944175,-1.5160524
-439.9484,110.29752,18.65,27.50542,176.60886,8.32,0.000095873664,-0.005944175,-1.5200791
-439.8403,110.98675,18.65,28.662895,182.03763,8.32,0.000095873664,-0.0059441756,-1.5242016
-439.707,111.82552,18.65,30.068258,188.27011,8.32,0.00009587413,-0.005944176,-1.5290911
-439.707,111.82552,18.65,30.068258,188.27011,8.32,0.00009587413,-0.005944176,-1.5290911
-439.58862,112.56467,18.65,31.309748,193.63675,8.32,0.0000958739,-0.005944175,-1.5334054
-439.46005,113.355896,18.65,32.64495,199.12592,8.32,0.00009587388,-0.005944176,-1.5380075
-439.33255,114.13599,18.65,33.966454,204.43828,8.32,0.00009587368,-0.005944176,-1.5425136
-439.33255,114.13599,18.65,33.966454,204.43828,8.32,0.00009587368,-0.005944176,-1.5425136
-439.19815,114.94725,18.65,35.35376,209.70906,8.32,0.00009587367,-0.005944175,-1.5472113
-439.06186,115.76689,18.65,36.758774,214.96727,8.32,0.00009587344,-0.005944175,-1.5519092
-438.91785,116.62131,18.65,38.23721,220.1754,8.32,0.00009587368,-0.005944175,-1.5567987
-438.77222,117.48057,18.65,39.727478,225.37653,8.32,0.000095873664,-0.005944176,-1.5616882
-438.77222,117.48057,18.65,39.727478,225.37653,8.32,0.000095873664,-0.005944176,-1.5616882
-438.61383,118.378174,18.65,41.311478,230.52213,8.32,0.00009587365,-0.0059441756,-1.5668654
-438.45502,119.277084,18.65,42.89864,235.66618,8.32,0.000095873416,-0.005944176,-1.5719467
-438.2822,120.21793,18.65,44.58832,240.74484,8.32,0.000095873664,-0.0059441756,-1.5772198
-438.2822,120.21793,18.65,44.58832,240.74484,8.32,0.000095873664,-0.0059441756,-1.5772198
