163.25598,276.22,-2653.3699,18.65,-0.01,0,8.32,-0.00009587374,-1.6320598,-0.0060400483
163.25998,276.22,-2653.3699,18.65,-0.01,0,8.32,-0.00009587374,-1.6320598,-0.0060400483
163.25998,276.22,-2653.3699,18.65,-0.01,0,8.32,-0.00009587374,-1.6320598,-0.0060400483
163.26474,276.22,-2653.3699,18.65,-1.1768688,5.676659,8.32,-0.00009587374,-1.6320598,-0.0060400483
163.26874,276.21954,-2653.3674,18.65,-2.6560445,12.879329,8.32,-0.00009587374,-1.6320598,-0.0060400483
163.26874,276.21954,-2653.3674,18.65,-2.6560445,12.879329,8.32,-0.00009587374,-1.6320598,-0.0060400483
163.27274,276.20993,-2653.3147,18.65,-3.8608446,18.884129,8.32,-0.00009587326,-1.6316762,-0.0060400493
163.27673,276.20035,-2653.262,18.65,-5.065734,24.889378,8.32,-0.00009587349,-1.6313887,-0.0060400493
163.28073,276.1815,-2653.1628,18.65,-6.2427926,30.847942,8.32,-0.00009587326,-1.6307175,-0.0060400493
163.28073,276.1815,-2653.1628,18.65,-6.2427926,30.847942,8.32,-0.00009587326,-1.6307175,-0.0060400493
163.28473,276.1623,-2653.0623,18.65,-7.4188213,36.804886,8.32,-0.00009587349,-1.6301423,-0.006040049
163.28873,276.13467,-2652.9192,18.65,-8.569508,42.723824,8.32,-0.00009587321,-1.6291834,-0.005944175
163.29272,276.10587,-2652.7703,18.65,-9.716707,48.637424,8.32,-0.00009587344,-1.6282247,-0.005944176
163.29272,276.10587,-2652.7703,18.65,-9.716707,48.637424,8.32,-0.00009587344,-1.6282247,-0.005944176
163.29672,276.0694,-2652.5793,18.65,-10.852492,54.5169,8.32,-0.00009587343,-1.6269784,-0.005944175
163.30072,276.031,-2652.3777,18.65,-11.985321,60.387447,8.32,-0.000095873664,-1.6257321,-0.005944175
163.30472,275.98575,-2652.1418,18.65,-13.1113,66.22375,8.32,-0.00009587343,-1.6242939,-0.005944175
163.30472,275.98575,-2652.1418,18.65,-13.1113,66.22375,8.32,-0.00009587343,-1.6242939,-0.005944175
163.30872,275.93774,-2651.8923,18.65,-14.234528,72.046295,8.32,-0.000095873664,-1.6226642,-0.005944176
163.31271,275.8837,-2651.6125,18.65,-15.357757,77.84161,8.32,-0.000095873664,-1.6209383,-0.005944175
163.31671,275.82608,-2651.315,18.65,-16.480984,83.620964,8.32,-0.00009587343,-1.6190208,-0.005944175
163.32071,275.76324,-2650.991,18.65,-17.606865,89.37682,8.32,-0.00009587367,-1.6170075,-0.005944175
163.32071,275.76324,-2650.991,18.65,-17.606865,89.37682,8.32,-0.00009587367,-1.6170075,-0.005944175
163.3247,275.69604,-2650.6453,18.65,-18.734922,95.11311,8.32,-0.00009587388,-1.6148024,-0.005944176
163.3247,275.69604,-2650.6453,18.65,-18.734922,95.11311,8.32,-0.00009587388,-1.6148024,-0.005944176
163.3297,275.6244,-2650.2773,18.65,-19.869654,100.82714,8.32,-0.00009587388,-1.6125014,-0.005944176
163.3337,275.5287,-2649.787,18.65,-21.293085,107.9144,8.32,-0.0000958739,-1.6095295,-0.0059441756
163.33769,275.4459,-2649.3633,18.65,-22.45361,113.572754,8.32,-0.000095873416,-1.6068449,-0.005944176
163.33769,275.4459,-2649.3633,18.65,-22.45361,113.572754,8.32,-0.000095873416,-1.6068449,-0.005944176
163.34169,275.3594,-2648.9214,18.65,-23.625982,119.2184,8.32,-0.0000958739,-1.6041604,-0.0059441756
163.34569,275.26776,-2648.4536,18.65,-24.815552,124.8327,8.32,-0.000095873664,-1.6012843,-0.005944175
163.3497,275.17175,-2647.9639,18.65,-26.020441,130.42513,8.32,-0.00009587343,-1.5983121,-0.005944175
163.3497,275.17175,-2647.9639,18.65,-26.020441,130.42513,8.32,-0.00009587343,-1.5983121,-0.005944175
163.3537,275.07086,-2647.452,18.65,-27.248533,136.01772,8.32,-0.000095873664,-1.5951484,-0.0059441756
163.3577,274.96524,-2646.9192,18.65,-28.491764,141.55705,8.32,-0.00009587343,-1.5918887,-0.005944175
163.3617,274.856,-2646.368,18.65,-29.755201,147.07635,8.32,-0.00009587368,-1.5885329,-0.005944175
