448.15,-74.06,18.65,0,0,8.32,0,-1.577124,-0.0060400483
448.15,-74.06,18.65,0,0,8.32,0,-1.577124,-0.0060400483
448.15,-74.06,18.65,0,0,8.32,0,-1.577124,-0.0060400483
448.15,-74.06,18.65,0,0,8.32,0,-1.577124,-0.0060400483
448.15,-74.06,18.65,-0.46072277,1.7473754,8.32,0,-1.577124,-0.0060400483
448.15,-74.06,18.65,-2.0352402,7.719021,8.32,0,-1.577124,-0.0060400483
448.14688,-74.04967,18.65,-3.6106255,13.716007,8.32,-0.0000000002328349,-1.5770282,-0.0060400493
448.14688,-74.04967,18.65,-3.6106255,13.716007,8.32,-0.0000000002328349,-1.5770282,-0.0060400493
448.1325,-74.00166,18.65,-5.1466627,19.64415,8.32,-0.00000000023283492,-1.5767404,-0.006040049
448.11682,-73.94669,18.65,-6.677672,25.566748,8.32,0,-1.576357,-0.0060400483
448.0928,-73.84589,18.65,-8.175345,31.45184,8.32,0,-1.5756859,-0.0060400493
448.0928,-73.84589,18.65,-8.175345,31.45184,8.32,0,-1.5756859,-0.0060400493
448.0681,-73.74275,18.65,-9.671579,37.334682,8.32,-0.00000000023283492,-1.5750147,-0.0060400483
448.02972,-73.59393,18.65,-11.14049,43.17672,8.32,-0.00000000023283492,-1.574056,-0.0060400493
447.9913,-73.44512,18.65,-12.609364,49.018612,8.32,-0.00000000023283492,-1.5730972,-0.0060400493
447.9913,-73.44512,18.65,-12.609364,49.018612,8.32,-0.00000000023283492,-1.5730972,-0.0060400493
447.93903,-73.249985,18.65,-14.0642605,54.8185,8.32,0.0000000002328349,-1.5718509,-0.0060400493
447.88623,-73.05316,18.65,-15.518805,60.61748,8.32,0,-1.5706046,-0.0060400493
447.82428,-72.81139,18.65,-16.980194,66.43935,8.32,0.0000000004656698,-1.5690706,-0.006040049
447.82428,-72.81139,18.65,-16.980194,66.43935,8.32,0.0000000004656698,-1.5690706,-0.006040049
447.76187,-72.566574,18.65,-18.425102,72.19498,8.32,0,-1.5674407,-0.0060400493
